serial_no , match_event_id , location_x , location_y , remaining_sec , distance_of_shot , remaining_min , power_of_shot , knockout_match , remaining_sec , distance_of_shot , team_id , match_id , type_of_combined_shot , type_of_shot , home/away , date of game , range_of_shot , area_of_shot , shot_basics , remaining_min , power_of_shot , knockout_match , game_season , shot_id_number , is_goal 
283,218,0,0,39,20,55.7616,2,0,39,38.8018519,1610612747,20000198,3,39,13,322,1,0,3,1,2,0,4,284,1
284,228,144,215,36,45,0,15.99410934,0,36,45,1610612747,20000198,3,39,13,322,4,3,1,0,2,0,4,285,1
285,255,-63,177,24,38,11,3,0,24,63.4,1610612747,20000198,3,45,13,322,3,1,2,11,3,0,9,286,0
286,287,7.383876043,259,20,47,7,3,0,20,47,1610612747,20000198,3,39,13,322,4,3,1,7,3,0,4,287,0
287,309,-48,78,53,29,4,15.99410934,0,53,29,1610612747,20000198,3,15,13,322,2,2,4,4,3,0,9,288,1
288,315,153,91.1269335,42,45,3,3,16.59940165,42,45,1610612747,20000198,3,39,13,322,4,3,1,3,3,0,4,289,0
289,325,-56,21,15,25,2,3,34.8,15,38.4,1610612747,20000198,3,55,13,322,1,0,4,2,3,0,4,290,1
290,343,0,0,54,20,0,3,16.59940165,54,20,1610612747,20000198,3,4,13,322,1,0,3,0,3,0,4,291,0
291,370,201,11,7,40,11,4,0,7,40,1610612747,20000198,3,21,38,322,3,4,2,11,4,0,4,292,1
293,15,7.383876043,34,42,44,9,1,126.928,83.2,44,1610612747,20000206,3,39,14,323,4,4,7,9,1,0,4,294,1
294,79,123,232,0,46,5,15.99410934,0,0,46,1610612747,20000206,3,39,14,323,4,3,1,5,1,0,4,295,1
295,91,-157,137,30,40,3,51.36,0,73.7216,40,1610612747,20000206,3,39,14,323,3,1,2,3,1,0,4,296,1
296,135,138,110,8,37,11,2,0,8,37,1610612747,20000206,3,39,14,323,3,3,2,11,2,0,4,297,0
297,166,102,137,40,37,8,2,59.8,40,38.8018519,1610612747,20000206,3,39,14,323,3,3,2,8,2,0,4,298,0
301,223,186,17,47,38,3,2,0,47,38,1610612747,20000206,3,39,14,323,3,4,2,3,2,0,4,302,0
302,235,0,0,54,20,2,2,94.8,54,83.4,1610612747,20000206,4,39,14,323,1,0,2,2,2,0,9,303,1
303,307,0,0,22,20,18.20461483,30.36,107.8,22,20,1610612747,20000206,1,39,14,1557,1,0,2,8,3,0,4,304,1
304,320,142,245,22,48,7,3,63.608,57.2,29.4,1610612747,20000206,3,54,14,323,4,3,1,7,3,0,4,305,0
305,323,-33,70,52,27,6,3,44.608,52,19.728,1610612747,20000206,3,43,14,323,1,0,2,6,3,0,4,306,0
306,325,-12,42,48,24,94.64,90.36,0,48,24,1610612747,20000206,3,39,14,323,1,0,4,6,3,0,4,307,0
307,348,121,104,58,33.44888431,4,23.36,0,39.02730256,38.8018519,1610612747,20000206,3,2,14,323,2,4,2,4,3,0,4,308,0
308,358,0,0,3,33.44888431,4,3,0,3,20,1610612747,20000206,4,39,14,323,1,0,3,4,3,0,4,309,1
309,367,79,163,18,33.44888431,3,3,0,132.7856,38,1610612747,20000206,3,39,14,323,3,3,2,3,3,0,4,310,0
310,371,7.383876043,91.1269335,57,29,2,3,0,57,29,1610612747,20000206,3,29,14,323,2,2,2,0,3,0,4,311,0
311,374,-124,135,28.32938185,38,42.64,3,0,19,38,1610612747,20000206,3,39,14,323,3,1,2,2,3,0,4,312,1
312,385,0,0,15,20,1,3,35.8,69.7856,15.4,1610612747,20000206,1,39,14,323,1,0,3,1,3,0,9,313,0
313,249.576028,108,91.1269335,0,62,0,3,0,0,62,1610612747,20000206,3,39,14,323,0,0,1,0,3,0,9,314,0
314,421,-67,135,32,35,10,24.36,76.8,39.02730256,35,1610612747,20000206,3,39,14,323,2,0,4,10,4,0,4,315,0
315,429,-160,224,6,47,10,4,86.608,6,47,1610612747,20000206,3,39,38,323,4,1,1,10,3,0,4,316,1
317,11,-134,9,59,33,112.64,61.36,0,144.7856,33,1610612747,20000222,3,39,22,324,2,2,2,0,1,0,4,318,1
318,40,-122,15,37,32,41.2,1,0,109.2,32,1610612747,20000222,3,39,22,324,2,0,2,8,1,0,9,319,0
319,50,-101,116,10,35,7,57.36,0,10,35,1610612747,20000222,3,39,22,324,2,2,2,7,1,0,4,320,0
320,109,-29,19,48,23,0,1,0,95.2,23,1610612747,20000222,3,44,22,324,1,0,3,0,1,0,4,321,1
321,111,-50,245,24,45,0,1,0,24,45,1610612747,20000222,3,39,22,324,4,0,1,0,1,0,4,322,0
322,115,-150,91.1269335,0,68,0,15.99410934,0,0,68,1610612747,20000222,3,36,22,324,0,0,0,0,1,0,4,323,0
323,123,-29,13,48,33.44888431,11,58.36,0,48,52.4,1610612747,20000222,3,39,22,324,1,0,3,11,2,0,4,324,0
324,151,7.383876043,19,0,23,9,2,106.35232,0,23,1610612747,20000222,3,39,22,324,1,0,3,9,2,0,9,325,0
325,220,-35,91.1269335,54,23,1,2,101.928,24.2,23,1610612747,20000222,3,25,22,324,1,0,3,1,2,0,4,326,0
328,267,0,0,37,20,9,15.99410934,0,37,20,1610612747,20000222,3,12,22,324,1,0,3,9,3,0,4,329,1
329,272,167,207,6,46,111.64,3,0,73.7856,46,1610612747,20000222,3,31,22,324,4,3,1,9,3,0,9,330,0
330,294,0,0,2,20,7,3,0,25.2,101.4,1610612747,20000222,3,12,22,324,1,0,3,7,3,0,4,331,1
331,335,60,177,45,38,3,3,0,45,38,1610612747,20000222,3,3,22,1557,3,3,2,3,3,0,4,332,1
332,358,0,0,28,20,1,3,45.608,28,20,1610612747,20000222,4,39,22,324,1,0,3,0,3,0,9,333,1
333,24,-86,253,34,46,9,1,0,34,46,1610612747,20000230,3,46,15,325,4,1,1,9,1,0,4,334,0
335,46,172,68,28,38,7,1,19.8,28,38,1610612747,20000230,3,43,15,325,3,4,2,7,1,0,4,336,1
336,54,-50,28,35,25,6,1,0,70.7856,25,1610612747,20000230,3,36,15,325,1,0,4,6,1,0,4,337,0
337,61,-86,165,30,38,5,1,0,52.7856,45.4,1610612747,20000230,3,13,15,325,3,1,2,0,1,0,4,338,1
338,67,-79,28,50,28,4,1,111.608,50,28,1610612747,20000230,3,39,15,325,2,2,4,4,1,0,4,339,0
339,75,0,91.1269335,4,20,4,26.36,0,4,20,1610612747,20000230,1,39,15,325,1,0,3,4,1,0,4,340,1
340,86,18,144,33,34,78.64,1,0,21.2,95.4,1610612747,20000230,3,51,15,325,2,0,2,2,1,0,4,341,0
341,96,123,55,0,33,66.64,1,0,0,33,1610612747,20000230,3,39,15,325,2,4,2,2,1,0,4,342,0
342,112,0,0,7,20,110.2,92.36,76.608,144.7856,38.4,1610612747,20000230,4,39,15,325,1,0,3,0,1,0,4,343,0
343,193,-170,-15,40,37,4,2,0,40,37,1610612747,20000230,3,39,15,1557,3,2,2,4,2,0,4,344,0
344,197,159,116,14,39,4,104.36,0,14,39,1610612747,20000230,3,44,38,325,3,3,2,4,2,0,4,345,1
346,259,32,148,28.32938185,35,11,3,0,35,35,1610612747,20000230,3,39,15,325,2,0,2,11,3,0,4,347,1
348,278,5,198,10,39,9,3,0,10,39,1610612747,20000230,3,39,15,325,1,0,2,9,3,0,4,349,0
349,297,-149,247,27,48,6,3,0,27,48,1610612747,20000230,3,4,15,325,4,1,1,6,3,0,4,350,0
350,300,0,0,59,20,111.64,15.99410934,97.8,59,97.728,1610612747,20000230,3,4,15,325,1,0,3,5,3,0,4,351,1
351,310,-79,133,41,35,4,3,0,41,35,1610612747,20000230,3,39,15,325,2,2,4,4,3,0,4,352,1
352,332,-23,40,8,33.44888431,3,48.6,58.928,8,24,1610612747,20000230,3,39,15,325,1,0,4,3,3,0,4,353,0
353,370,66,154,37,36,0,3,0,37,36,1610612747,20000230,3,39,15,325,3,3,2,0,3,0,4,354,1
354,372,-86,257,0,47,0,3,16.59940165,0,38.8018519,1610612747,20000230,3,39,15,325,4,1,1,0,3,0,4,355,1
355,376,75,198,42,41,11,51.36,0,42,41,1610612747,20000230,3,39,15,325,3,3,2,11,4,0,4,356,0
356,386,0,0,0,20,11,4,0,0,20,1610612747,20000230,3,12,15,325,1,0,3,11,4,0,4,357,1
357,249.576028,-58,68,42,28,9,4,0,42,28,1610612747,20000230,3,1,15,325,1,2,4,9,4,0,4,358,1
358,404,60,61,7,28,9,28.36,0,7,28,1610612747,20000230,3,39,15,325,2,4,4,9,4,0,4,359,1
360,421,-50,17,49,25,18.20461483,4,0,49,25,1610612747,20000230,3,39,15,325,1,0,4,6,4,0,9,361,0
361,425,0,0,38,20,6,49.36,16.59940165,39.02730256,20,1610612747,20000230,1,39,15,325,1,0,3,6,4,0,9,362,1
362,444,7.383876043,209,0,40,90.64,21.36,0,0,40,1610612747,20000230,3,39,15,325,3,0,2,4,4,0,4,363,0
363,477,-136,160,51,40,109.64,4,0,51,40,1610612747,20000230,3,39,15,325,3,1,2,0,4,0,4,364,1
365,10,60,127,26,34,10,1,44.8,91.2,38.8018519,1610612747,20000246,3,35,28,326,2,0,4,10,1,0,4,366,1
366,19,87,133,11,35,9,1,0,11,109.728,1610612747,20000246,3,39,28,326,2,4,2,9,1,0,4,367,0
367,28,39,82,34,29,8,1,39.608,40.2,29,1610612747,20000246,3,39,28,326,2,0,4,8,1,0,4,368,1
368,45,-149,2,46,34,6,1,0,46,34,1610612747,20000246,3,39,28,326,2,2,2,6,1,0,9,369,0
369,55,110,243,26,46,5,1,0,117.7856,46,1610612747,20000246,3,39,28,1557,4,3,1,5,1,0,4,370,1
370,95,110,13,29,31,107.2,1,0,29,31,1610612747,20000246,3,52,28,326,2,4,2,0,1,0,9,371,1
371,135,11,82,57,28,8,2,0,57,28,1610612747,20000246,3,39,38,326,2,0,4,8,2,0,4,372,0
372,137,-16,55,53,25,8,2,0,53,25,1610612747,20000246,3,39,28,326,1,0,4,8,2,0,9,373,0
373,139,237,2,48,43,8,15.99410934,16.59940165,48,43,1610612747,20000246,3,39,28,326,4,4,2,8,2,0,4,374,0
374,178,11,198,18,39,5,2,0,23.2,39,1610612747,20000246,3,26,38,326,3,0,2,5,2,0,4,375,0
375,199,-185,127,49,42,1,2,0,97.2,30.4,1610612747,20000246,3,1,28,326,3,2,2,1,2,0,9,376,1
376,206,0,0,10,20,1,2,0,10,20,1610612747,20000246,1,39,28,326,1,0,3,1,2,0,4,377,0
377,221,11,89,25,28,0,2,0,25,28,1610612747,20000246,3,42,28,326,2,0,2,0,2,0,9,378,1
379,245,0,0,32,20,10,3,0,32,100.4,1610612747,20000246,1,39,28,326,1,0,3,10,3,0,4,380,1
380,278,-98,285,17,50,6,37.36,0,17,50,1610612747,20000246,3,28,28,326,4,1,1,6,3,0,4,381,0
382,297,-92,186,5,40,84.64,3,0,62.2,40,1610612747,20000246,3,52,28,326,3,1,2,4,3,0,4,383,1
383,304,-149,28,25,35,3,76.36,0,25,35,1610612747,20000246,3,39,28,326,2,2,2,3,3,0,4,384,0
384,308,75,28,3,28,28.2,3,0,3,108.4,1610612747,20000246,3,39,28,326,2,4,4,3,3,0,4,385,1
385,336,138,13,17,33,0,15.99410934,0,17,38.8018519,1610612747,20000246,3,39,28,326,2,4,2,0,3,0,4,386,0
386,348,0,0,0,20,0,72.36,0,0,20,1610612747,20000246,3,49,28,326,1,0,3,0,3,0,4,387,1
387,249.576028,0,0,35,20,8,4,0,117.7856,38.8018519,1610612747,20000246,4,39,28,326,1,0,3,8,4,0,9,388,1
388,391,-115,91.1269335,31,35,7,46.36,0,39.02730256,35,1610612747,20000246,3,44,28,326,2,2,2,7,4,0,9,389,1
392,20,0,0,57,20,9,1,16.59940165,57,10.4,1610612747,20000258,1,39,29,327,1,0,3,9,1,0,4,393,1
393,46,-65,91.1269335,27,37,7,1,0,27,37,1610612747,20000258,3,44,29,327,3,1,2,7,1,0,4,394,1
394,50,81,133,48,35,38.2,1,0,48,84.4,1610612747,20000258,3,39,29,327,2,4,2,6,1,0,9,395,1
395,78,138,110,33,37,3,1,0,33,37,1610612747,20000258,3,39,29,327,3,3,2,3,1,0,4,396,0
397,119,231,394,0,65,0,67.36,127.608,0,21.4,1610612747,20000258,3,39,29,327,4,3,1,0,1,0,4,398,0
398,125,5,205,21,33.44888431,11,2,0,21,38.8018519,1610612747,20000258,3,25,29,327,3,0,2,11,3,0,4,399,0
399,133,-44,148,41,35,15.2,2,0,41,35,1610612747,20000258,3,39,29,327,2,0,2,10,3,0,4,400,0
400,147,18,23,26,22,67.2,2,73.608,26,22,1610612747,20000258,4,39,29,327,1,0,3,9,2,0,9,401,1
401,156,123,89,6,35,8,2,0,94.2,35,1610612747,20000258,3,33,29,327,2,4,2,8,2,0,4,402,1
402,173,-92,127,48,35,49.2,2,0,136.7856,79.4,1610612747,20000258,3,39,29,327,2,2,2,5,2,0,9,403,0
403,249.576028,0,0,23,20,32.64,2,86.8,23,20,1610612747,20000258,4,39,29,327,1,0,3,5,2,0,4,404,1
404,201,32,257,40,45,3,2,0,40,45,1610612747,20000258,3,39,29,327,4,0,1,3,2,0,4,405,0
405,218,33,78,34,28,103.2,63.36,72.928,34,28,1610612747,20000258,3,39,29,327,2,0,2,2,2,0,4,406,0
406,252,7.383876043,91.1269335,0,42,0,2,0,0,43.4,1610612747,20000258,3,39,29,327,3,2,2,0,2,0,9,407,0
407,278,123,148,27,39,9,3,0,136.7216,39,1610612747,20000258,3,39,29,327,1,3,2,9,3,0,4,408,0
408,280,0,0,21,20,9,15.99410934,27.8,21,20,1610612747,20000258,3,39,29,327,1,0,3,9,3,0,4,409,0
409,305,-122,137,36,38,6,3,96.608,36,13.4,1610612747,20000258,3,22,29,327,3,1,2,6,3,0,9,410,1
410,322,123,-15,46,32,4,3,16.59940165,46,38.8018519,1610612747,20000258,3,44,29,327,2,4,2,4,3,0,4,411,1
411,324,-149,-15,16,34,4,69.36,0,16,34,1610612747,20000258,3,39,29,327,1,2,2,4,3,0,9,412,1
412,379,237,40,28.32938185,44,11,61.36,0,26,53.4,1610612747,20000258,3,26,29,327,4,4,7,11,4,0,4,413,1
413,389,-1,160,13,36,29.64,15.99410934,0,94.7856,38.8018519,1610612747,20000258,3,50,29,327,3,0,2,10,4,0,4,414,0
414,422,-176,-15,35,37,18.2,54.36,0,35,68.4,1610612747,20000258,3,39,29,327,3,2,2,6,4,0,4,415,0
415,425,7.383876043,0,4,20,6,4,56.608,4,20,1610612747,20000258,4,39,29,327,1,0,3,6,4,0,4,416,1
418,470,0,0,24,20,1,4,56.608,24,20,1610612747,20000258,3,12,29,327,1,0,3,1,4,0,4,419,1
420,4,7.383876043,91.1269335,41,38,29.64,35.36,0,41,38,1610612747,20000267,3,8,30,328,3,3,2,11,1,0,4,421,1
421,10,102,160,54,33.44888431,10,15.99410934,0,54,38,1610612747,20000267,3,56,30,328,3,3,2,10,1,0,4,422,0
422,249.576028,0,0,27,20,7,1,0,27,20,1610612747,20000267,3,49,30,328,1,0,3,7,1,0,4,423,0
423,73,-4,167,37,36,18.20461483,1,0,36.2,36,1610612747,20000267,3,39,38,328,3,0,2,4,1,0,9,424,1
424,78,-168,-21,38,36,3,1,0,38,36,1610612747,20000267,3,39,38,328,3,2,2,0,1,0,9,425,0
425,81,1,49,10,24,85.64,1,100.608,10,24,1610612747,20000267,3,53,30,328,1,0,4,3,1,0,4,426,0
426,92,144,0,6,34,64.64,1,0,6,38.8018519,1610612747,20000267,3,39,30,328,2,4,2,2,1,0,4,427,1
429,125,0,0,0,20,9,2,0,62.7856,20,1610612747,20000267,3,39,30,328,1,0,3,9,2,0,4,430,1
430,134,180,4,57,38,7,2,80.928,57,38,1610612747,20000267,3,15,30,328,3,4,2,7,2,0,4,431,1
431,145,159,0,2,35,6,56.36,0,127.7856,35,1610612747,20000267,3,43,30,328,2,4,2,6,2,0,4,432,0
432,194,0,0,14,20,1,2,0,113.7856,20,1610612747,20000267,4,39,30,328,1,0,3,1,2,0,4,433,0
434,203,-18,21,7,33.44888431,0,2,0,7,22,1610612747,20000267,3,39,30,328,1,0,3,0,2,0,4,435,0
435,217,0,0,40,20,11,3,88.608,123.7856,20,1610612747,20000267,3,46,30,328,1,0,3,11,3,0,4,436,1
436,220,231,-4,28.32938185,43,99.2,81.36,0,59,38.8018519,1610612747,20000267,3,24,30,328,4,4,7,10,3,0,4,437,1
437,249,7.383876043,21,28,24,8,3,106.8,28,24,1610612747,20000267,3,24,30,1557,1,0,4,8,3,0,4,438,0
440,307,96,139,31,36,3,3,96.608,31,77.4,1610612747,20000267,3,39,30,328,3,3,2,3,3,0,4,441,1
441,315,-60,167,34,37,2,3,0,34,37,1610612747,20000267,3,19,30,328,3,1,2,2,3,0,4,442,0
442,249.576028,-231,-4,29,43,0,45.36,0,29,43,1610612747,20000267,3,45,30,328,4,2,6,0,3,0,4,443,1
443,382,1,78,35,27,32.64,4,25.8,35,27,1610612747,20000267,3,39,30,328,1,0,4,7,4,0,4,444,1
444,399,-231,4,55,43,18.20461483,33.36,68.8,99.7856,43,1610612747,20000267,3,43,30,328,4,2,6,5,4,0,9,445,0
445,249.576028,-225,-21,42,42,3,4,0,42,42,1610612747,20000267,3,37,30,328,4,2,6,3,4,0,4,446,0
446,434,-73,78,9,30,2,4,0,9,30,1610612747,20000267,3,39,30,328,2,2,4,2,4,0,4,447,1
447,445,-60,156,5,36,1,55.36,54.608,5,36,1610612747,20000267,3,16,30,328,3,1,2,1,4,0,9,448,0
448,455,-189,4,22,38,0,4,0,39.02730256,38,1610612747,20000267,3,34,30,328,3,2,2,0,4,0,9,449,0
449,466,30,251,0,45,0,34.36,0,0,45,1610612747,20000267,3,39,30,328,4,0,2,0,4,0,4,450,0
451,496,0,0,10,20,2,5,0,10,20,1610612747,20000267,3,12,30,328,1,0,3,2,5,0,9,452,1
452,506,-153,0,28.32938185,35,1,5,0,39.02730256,35,1610612747,20000267,3,32,30,328,2,2,2,1,5,0,9,453,1
453,515,108,11,34,30,0,5,0,34,30,1610612747,20000267,3,39,30,328,2,4,2,0,5,0,4,454,1
454,529,-96,318,0,53,18.20461483,5,96.608,0,75.4,1610612747,20000267,3,39,30,328,4,0,1,0,5,0,9,455,0
456,32,26,55,27,26,98.64,1,0,47.2,26,1610612747,20000280,3,35,31,329,1,0,4,8,1,0,4,457,1
457,41,172,99,19,39,48.64,1,0,19,39,1610612747,20000280,3,39,31,329,3,4,2,7,1,0,4,458,0
459,89,11,91.1269335,5,37,112.64,15.99410934,0,138.7856,37,1610612747,20000280,3,39,31,329,3,0,2,0,1,0,4,460,0
460,96,75,175,51,39,1,1,0,59.2,39,1610612747,20000280,3,39,31,329,3,3,2,1,1,0,4,461,1
461,114,-50,68,11,28,0,1,0,11,28,1610612747,20000280,3,39,31,329,2,2,4,0,1,0,4,462,1
462,126,186,-2,28.32938185,33.44888431,11,2,0,24,38,1610612747,20000280,3,39,31,329,1,4,2,0,2,0,4,463,0
463,139,0,0,29,20,51.64,2,0,29,20,1610612747,20000280,3,12,31,329,1,0,3,9,2,0,9,464,1
464,249.576028,0,0,0,20,3,36.36,0,0,20,1610612747,20000280,4,39,31,329,1,0,3,3,2,0,4,465,1
465,208,159,116,30,39,2,2,0,30,39,1610612747,20000280,3,39,31,329,3,0,2,2,2,0,9,466,0
466,214,0,0,2,20,2,2,0,2,20,1610612747,20000280,3,4,31,329,1,0,3,2,2,0,9,467,1
467,245,60,192,34,40,63.64,26.36,0,34,40,1610612747,20000280,3,39,31,329,3,0,2,11,3,0,9,468,0
468,248,-44,13,2,24,11,3,0,2,17.4,1610612747,20000280,3,39,31,329,1,0,2,11,3,0,4,469,0
469,249.576028,172,-2,46,37,18.20461483,3,0,46,37,1610612747,20000280,3,39,38,329,3,4,2,10,3,0,4,470,0
470,277,102,133,32,33.44888431,8,3,0,32,36,1610612747,20000280,3,30,31,329,3,3,2,8,3,0,4,471,1
472,286,-23,127,27,32,7,41.36,0,27,32.4,1610612747,20000280,3,39,31,329,2,0,4,7,3,0,4,473,1
473,294,123,144,16,38,6,48.6,0,16,38,1610612747,20000280,3,7,31,329,1,3,2,6,3,0,4,474,0
474,301,138,209,33,45,21.64,68.36,116.8,64.2,94.4,1610612747,20000280,3,13,31,329,4,3,1,5,3,0,4,475,0
475,314,-58,17,55,26,39.2,3,0,66.2,44.4,1610612747,20000280,3,37,31,329,1,0,4,0,3,0,4,476,0
476,374,-71,192,47,40,11,4,0,77.2,40,1610612747,20000280,3,39,31,329,3,1,2,11,4,0,9,477,0
477,377,-1,72,7,27,25.64,4,0,39.02730256,27,1610612747,20000280,3,11,31,329,1,0,2,11,4,0,4,478,0
478,468,7.383876043,21,9,34,2,35.36,0,9,34,1610612747,20000280,3,39,31,329,2,2,2,2,4,0,9,479,0
480,8,123,181,42,41,10,1,0,105.7856,41,1610612747,20000297,3,39,34,330,3,3,2,10,1,0,9,481,1
481,19,-130,160,21,40,9,45.36,0,39.02730256,40,1610612747,20000297,3,39,34,330,3,1,2,9,1,0,9,482,0
482,21,0,0,16,20,9,1,0,16,20,1610612747,20000297,1,39,38,330,1,0,3,9,1,0,4,483,1
483,26,-115,91.1269335,32,47,8,15.99410934,0,32,47,1610612747,20000297,3,39,34,330,1,1,1,8,1,0,4,484,1
484,28,132,91.1269335,59,37,7,1,0,59,37,1610612747,20000297,3,39,34,330,3,3,2,7,1,0,4,485,1
485,39,-170,40,48,37,6,1,0,48,17.4,1610612747,20000297,3,39,34,330,3,0,2,6,1,0,4,486,0
486,100,0,0,24,20,1,1,0,24,38.8018519,1610612747,20000297,4,39,34,330,1,0,2,1,1,0,9,487,1
487,116,-176,318,0,56,0,1,0,103.7856,56,1610612747,20000297,3,39,34,330,4,0,1,0,1,0,9,488,0
488,127,66,127,38,34,38.64,2,0,59.7856,37.728,1610612747,20000297,3,39,34,330,2,0,2,10,2,0,9,489,1
489,212,0,0,29,20,18.20461483,2,58.608,29,20,1610612747,20000297,3,12,34,330,1,0,3,3,2,0,4,490,1
491,265,-143,198,28,44,9,3,0,28,44,1610612747,20000297,3,39,34,330,4,1,1,9,3,0,4,492,1
492,269,102,137,46,37,74.64,70.36,25.8,46,37,1610612747,20000297,3,39,34,330,1,3,2,8,3,0,4,493,1
493,282,-10,61,42,26,7,3,0,31.2,26,1610612747,20000297,3,44,34,330,1,0,4,7,3,0,4,494,1
494,286,7.383876043,247,28.32938185,44,6,3,0,38,44,1610612747,20000297,3,43,34,330,4,0,2,6,3,0,4,495,0
495,291,138,110,16,37,6,3,0,49.2,47.4,1610612747,20000297,3,3,34,1557,3,3,2,6,3,0,4,496,1
497,312,0,0,30,20,3,3,0,30,20,1610612747,20000297,3,46,34,1557,1,0,3,3,3,0,4,498,0
498,342,60,133,32,33.44888431,68.2,87.36,41.8,32,34,1610612747,20000297,3,39,34,330,1,0,4,0,3,0,9,499,0
499,249.576028,-185,99,3,40,0,65.36,0,3,91.4,1610612747,20000297,3,17,34,330,3,2,2,0,3,0,4,500,0
500,359,-1,78,58,27,18.20461483,4,0,40.2,27,1610612747,20000297,3,39,38,330,1,0,4,10,4,0,4,501,0
501,10,-23,61,50,26,10,1,0,50,26,1610612747,20000309,3,39,32,331,1,0,4,10,1,0,4,502,0
502,15,0,0,29,33.44888431,10,1,0,29,20,1610612747,20000309,4,39,32,331,1,0,3,10,3,0,4,503,0
503,17,0,0,24,20,10,1,50.608,24,20,1610612747,20000309,3,39,32,331,1,0,3,10,1,0,9,504,0
504,29,0,0,44,20,9,1,0,44,20,1610612747,20000309,4,39,32,331,1,0,3,9,1,0,4,505,1
505,33,75,23,11,27,9,1,0,11,27,1610612747,20000309,3,20,32,331,1,0,4,9,1,0,4,506,0
506,71,0,0,14,20,98.64,1,0,14,20,1610612747,20000309,4,39,32,331,1,0,3,5,1,0,9,507,0
507,81,0,0,17,20,4,1,0,17,20,1610612747,20000309,3,56,32,331,1,0,3,4,1,0,4,508,0
509,115,11,175,28.32938185,37,1,1,0,56,37,1610612747,20000309,3,39,32,331,3,0,2,1,1,0,4,510,1
511,180,0,0,17,20,6,38.36,128.928,17,20,1610612747,20000309,3,12,32,331,1,0,3,6,2,0,4,512,1
512,249.576028,-197,28,13,39,83.64,2,131.928,13,54.4,1610612747,20000309,3,39,32,331,1,2,2,5,2,0,9,513,0
513,203,0,0,11,20,4,2,16.59940165,11,85.4,1610612747,20000309,4,39,32,331,1,0,3,0,2,0,4,514,1
514,208,138,110,44,37,3,15.99410934,0,44,37,1610612747,20000309,3,8,32,331,3,3,2,3,2,0,4,515,0
515,218,11,291,35,49,2,2,0,35,11.4,1610612747,20000309,3,38,32,331,4,0,1,2,2,0,4,516,0
516,243,7.383876043,253,39,47,0,2,0,39,47,1610612747,20000309,3,39,32,331,4,0,1,0,3,0,4,517,1
517,250,-122,236,22,46,0,2,0,112.2,46,1610612747,20000309,3,9,38,331,4,1,1,0,2,0,4,518,0
518,259,110,127,46,36,11,3,0,46,27.4,1610612747,20000309,3,39,32,331,3,3,2,11,3,0,4,519,0
519,296,81,175,27,39,48.64,15.99410934,71.35232,121.7856,39,1610612747,20000309,3,39,32,331,3,3,2,7,3,0,9,520,0
520,325,110,23,28.32938185,31,2,3,0,52,31,1610612747,20000309,3,39,32,331,2,4,2,2,3,0,4,521,0
521,355,32,91.1269335,50,26,0,3,0,39.02730256,26,1610612747,20000309,3,44,32,331,1,0,4,0,3,0,4,522,1
523,413,153,91.1269335,51,47,6,4,60.8,51,47,1610612747,20000309,3,39,32,331,4,0,1,0,4,0,4,524,1
524,419,87,28,18,29,6,4,0,18,29,1610612747,20000309,3,48,32,331,2,4,2,6,4,0,9,525,0
525,430,-130,219,50,45,4,4,0,50,38.8018519,1610612747,20000309,3,36,32,331,4,1,1,4,4,0,9,526,1
526,433,144,219,3,46,4,15.99410934,0,3,38.8018519,1610612747,20000309,3,36,32,331,4,3,1,4,4,0,4,527,0
527,449,-107,247,50,46,2,4,48.928,50,46,1610612747,20000309,3,4,32,331,4,1,1,2,4,0,9,528,0
528,458,-86,13,28,28,21.64,4,45.8,28,28,1610612747,20000309,3,39,32,331,2,2,2,2,4,0,4,529,0
529,460,-136,7,26,33,2,4,0,26,33,1610612747,20000309,3,7,32,331,2,2,2,2,4,0,4,530,0
530,482,-71,45,12,28,0,4,0,12,28,1610612747,20000309,3,39,32,331,2,2,4,0,4,0,9,531,0
531,510,-71,270,0,47,25.2,4,16.59940165,0,47,1610612747,20000309,3,39,32,331,1,0,1,0,4,0,4,532,0
533,75,-27,34,52,24,3,1,121.608,52,24,1610612747,20000320,3,44,0,332,1,0,4,3,1,0,9,534,1
534,103,-27,91,40,29,0,15.99410934,16.59940165,40,29,1610612747,20000320,3,39,0,332,2,0,4,0,1,0,4,535,1
535,105,0,0,13,20,0,1,0,13,88.4,1610612747,20000320,4,39,38,332,1,0,3,0,1,0,4,536,0
536,110,0,0,2,20,0,1,0,88.2,39.4,1610612747,20000320,3,4,0,332,1,0,3,0,3,0,4,537,1
537,120,0,0,58,20,83.64,2,0,58,20,1610612747,20000320,4,39,0,332,1,0,3,10,2,0,4,538,1
538,127,81,15,24,28,61.2,2,0,85.7216,28,1610612747,20000320,3,39,0,332,2,4,2,10,2,0,9,539,0
539,142,81,4,6,28,9,2,0,6,28,1610612747,20000320,3,39,0,332,2,4,2,9,2,0,4,540,1
540,156,-4,72,56,27,97.64,15.99410934,0,56,27,1610612747,20000320,3,10,0,332,1,0,2,7,2,0,4,541,0
541,221,96,152,54,37,1,2,0,54,37,1610612747,20000320,3,8,0,1557,1,3,2,1,2,0,9,542,1
542,223,0,91.1269335,37,20,20.64,2,80.8,37,20,1610612747,20000320,3,4,0,332,1,0,3,1,2,0,4,543,1
544,247,-12,51,0,25,0,2,0,0,25,1610612747,20000320,3,39,0,332,1,0,4,0,2,0,4,545,0
